,location,company,job_title,salary,city
12591,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12594,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12611,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12625,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12652,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12667,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12671,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12697,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12712,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12727,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12742,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12757,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12772,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12787,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12802,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12818,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12832,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12847,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12862,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12877,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12892,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12907,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12921,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12937,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12952,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12955,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12970,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
12985,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13000,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13015,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13030,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13056,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13071,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13086,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13101,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13116,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13131,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13146,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13161,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13176,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13192,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13206,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13221,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13236,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13251,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13266,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13281,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13296,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13311,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13326,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13341,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13356,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13371,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13386,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13401,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13416,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13431,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13446,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13461,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13476,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13480,"Boulder, CO",CyberCoders,Data Scientist,"$120,000 - $140,000 a year",Denver
13711,"Torrance, CA 90501",Calpack Foods,Quality Assurance Technician,$14 - $16 an hour,Los+Angeles
13786,"Los Angeles, CA 90048",Vital Research,Research Analyst,"$50,000 - $60,000 a year",Los+Angeles
13818,"Los Angeles, CA 90048",Vital Research,Research Analyst,"$50,000 - $60,000 a year",Los+Angeles
13819,"Los Angeles, CA",Los Angeles County Department of Human Resources,CLINICAL LABORATORY SCIENTIST I (Blood Bank),"$7,046 a month",Los+Angeles
13907,"Los Angeles, CA",Los Angeles County Department of Human Resources,CLINICAL LABORATORY SCIENTIST I (North County),"$5,988 - $6,322 a month",Los+Angeles
13953,"Los Angeles, CA",Los Angeles County Department of Human Resources,"RESEARCH ANALYST II, BEHAVIORAL SCIENCES","$57,274 - $71,152 a year",Los+Angeles
13970,"Los Angeles, CA",Los Angeles County Department of Human Resources,"RESEARCH ANALYST II, BEHAVIORAL SCIENCES","$57,274 - $71,152 a year",Los+Angeles
13994,"Los Angeles, CA",USC,Bioinformatics Programmer,"$82,000 - $105,000 a year",Los+Angeles
14013,"Pasadena, CA",ANRE Technologies Inc.,"Software Engineer/Data Scientist, C/C++, Python in a Linux e...","$80,000 - $160,000 a year",Los+Angeles
14082,"Beverly Hills, CA",Gavin de Becker & Associates,Investigations & Research Analyst,"$40,000 - $45,000 a year",Los+Angeles
14083,"Fullerton, CA",California State University,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14103,"Fullerton, CA",California State University,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14104,"Los Angeles, CA 90048",Seek Business Capital,Senior Statistician - Credit Cards,"$65,000 - $75,000 a year",Los+Angeles
14134,"Los Angeles, CA",MACP Los Angeles,Computer Vision Data Scientist,"$185,000 a year",Los+Angeles
14161,"Los Angeles, CA",Swifter,Director of Data Science,"$225,000 a year",Los+Angeles
14174,"Los Angeles, CA",Jobspring Partners,Big Data Engineer,"$140,000 - $180,000 a year",Los+Angeles
14191,"Los Angeles, CA",CooperGenomics,Clinical Laboratory Scientist,"$50,000 - $80,000 a year",Los+Angeles
14196,"Los Angeles, CA",All-In Analytics,Senior Data Scientist,"$150,000 - $180,000 a year",Los+Angeles
14217,"Los Angeles, CA",Los Angeles County Department of Human Resources,SUPERVISING CLINICAL LABORATORY SCIENTIST III,"$84,336 - $110,616 a year",Los+Angeles
14226,"Los Angeles, CA",LT,Mobile Director,"$225,000 a year",Los+Angeles
14238,"Los Angeles, CA",LT,Senior iOS Developer,"$170,000 a year",Los+Angeles
14240,"Los Angeles, CA",HERO.jobs,Principal Data Scientist,"$200,000 a year",Los+Angeles
14268,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14269,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14270,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14271,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14276,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14297,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14298,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14299,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14300,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14306,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14307,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14316,"Los Angeles, CA 90048",Seek Business Capital,Senior Statistician - Credit Cards,"$65,000 - $75,000 a year",Los+Angeles
14318,"West Hollywood, CA",CyberCoders,Data Scientist,"$100,000 - $250,000 a year",Los+Angeles
14322,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14337,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14352,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14353,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14354,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14355,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14356,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14357,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14367,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14382,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14397,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14412,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14427,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14442,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14443,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14444,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14445,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14446,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14447,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14457,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14458,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14459,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14460,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14461,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14462,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14472,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14487,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14488,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14489,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14490,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14491,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14492,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14502,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14503,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14504,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14505,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14506,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14507,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14518,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14519,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14520,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14521,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14522,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14523,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14533,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14534,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14535,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14536,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14537,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14538,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14547,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14548,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14549,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14550,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14551,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14552,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14562,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14577,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14578,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14579,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14580,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14581,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14582,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14592,"Pasadena, CA",Lighthouse Recruiting,LC/MS Clinical Laboratory Scientist,"$80,000 - $110,000 a year",Los+Angeles
14607,"Calabasas, CA",Smith Hanley Associates,Senior Statistician,"$100,000 - $140,000 a year",Los+Angeles
14608,"Fullerton, CA",Cal State Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14609,"Fullerton, CA",Cal State Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
14610,"Fullerton, CA",California State University - Fullerton,STEM Research Grant Developer (Administrative Analyst/Specia...,"$4,693 - $7,617 a month",Los+Angeles
14611,"Fullerton, CA",California State University - Fullerton,Institutional Large-Scale Research Grant Developer (Administ...,"$4,693 - $7,617 a month",Los+Angeles
